WTeamID,LTeamID,WLoc
1112,1352,N
1116,1258,N
1123,1338,N
1155,1388,N
1177,1272,N
1181,1354,N
1228,1270,N
1256,1247,N
1257,1114,N
1278,1243,N
1292,1199,N
1328,1190,N
1373,1390,N
1424,1225,N
1438,1344,N
1452,1397,N
1161,1196,N
1191,1333,N
1207,1343,N
1231,1206,N
1234,1353,N
1276,1462,N
1281,1166,N
1301,1376,N
1314,1380,N
1323,1435,N
1371,1283,N
1375,1104,N
1393,1137,N
1400,1210,N
1417,1235,N
1431,1261,N
1112,1155,N
1181,1452,N
1228,1123,N
1257,1116,N
1278,1373,N
1328,1256,N
1424,1177,N
1438,1292,N
1207,1323,N
1231,1431,N
1276,1375,N
1281,1400,N
1301,1234,N
1314,1417,N
1371,1191,N
1393,1161,N
1276,1314,N
1371,1231,N
1424,1112,N
1438,1328,N
1181,1278,N
1207,1301,N
1228,1257,N
1393,1281,N
1276,1438,N
1371,1424,N
1181,1207,N
1228,1393,N
1276,1228,N
1371,1181,N
1276,1371,N
