WTeamID,LTeamID,MOV,WLoc
1228,1328,17,N
1106,1354,7,H
1112,1223,7,H
1165,1432,16,H
1192,1447,12,H
1218,1337,1,H
1228,1226,20,N
1242,1268,2,N
1260,1133,18,H
1305,1424,8,H
1307,1288,32,H
1344,1438,4,N
1374,1411,19,H
1412,1397,5,N
1417,1225,29,H
1116,1368,3,H
1120,1391,42,H
1135,1306,5,A
1143,1388,5,H
1153,1184,2,H
1165,1159,7,A
1171,1216,3,H
1173,1134,20,H
1177,1296,1,H
1193,1265,3,A
1196,1416,51,H
1206,1137,18,H
1210,1149,13,H
1211,1102,5,A
1234,1114,29,H
1242,1332,17,N
1243,1317,22,H
1257,1231,11,A
1277,1145,9,A
1278,1453,4,H
1286,1186,45,H
1301,1144,40,H
1325,1384,10,H
1326,1248,18,H
1328,1287,46,H
1339,1334,12,H
1365,1417,8,A
1375,1126,36,H
1397,1226,6,N
1403,1152,3,H
1412,1228,7,N
1423,1347,16,H
1429,1428,1,A
1437,1436,24,A
1438,1172,4,N
1439,1330,26,H
1443,1121,36,H
1455,1249,5,A
1228,1332,3,N
1241,1440,4,H
1268,1397,23,N
1314,1200,16,N
1323,1264,11,H
1412,1242,4,N
1458,1288,15,H
1104,1137,25,H
1152,1455,11,A
1160,1414,7,H
1181,1387,33,A
1186,1183,4,H
1234,1211,22,H
1247,1284,18,H
1249,1402,10,A
1276,1178,14,H
1301,1364,23,H
1307,1411,1,H
1328,1114,27,H
1338,1384,16,H
1368,1290,9,H
1376,1121,25,H
1378,1126,43,H
1391,1202,2,H
1396,1180,13,H
1398,1287,18,H
1399,1155,1,A
1428,1258,4,H
1448,1192,14,H
1464,1134,13,H
1116,1416,14,N
1124,1341,22,H
1130,1306,23,A
1193,1135,3,H
1200,1254,11,H
1204,1347,3,A
1210,1151,16,H
1233,1220,8,H
1246,1405,9,H
1280,1238,31,H
1308,1431,3,H
1337,1253,17,H
1339,1363,1,A
1348,1216,5,H
1373,1432,15,H
1375,1288,52,H
1379,1270,18,A
1409,1331,4,A
1444,1434,33,A
1451,1365,28,H
1139,1442,11,A
1154,1149,17,A
1181,1456,32,H
1228,1152,18,H
1229,1227,31,H
1234,1287,43,H
1259,1406,8,A
1261,1260,6,H
1272,1117,17,H
1273,1121,12,H
1278,1163,1,H
1318,1436,19,A
1330,1440,6,H
1360,1305,5,H
1388,1247,10,H
1393,1165,12,H
1419,1418,1,H
1437,1265,5,A
1447,1264,10,H
1124,1281,15,H
1161,1109,38,H
1218,1309,9,H
1298,1180,17,H
1323,1321,18,H
1332,1285,1,H
1347,1271,33,H
1353,1351,4,H
1359,1267,4,N
1361,1414,9,A
1368,1114,3,H
1386,1373,13,H
1400,1322,35,H
1403,1428,8,H
1433,1187,11,A
1102,1225,11,A
1104,1245,1,H
1111,1150,9,A
1112,1409,4,H
1119,1141,12,N
1120,1412,2,A
1135,1221,13,A
1149,1126,5,N
1151,1122,10,H
1155,1144,35,H
1185,1152,9,H
1196,1199,3,A
1201,1453,15,H
1210,1399,18,H
1212,1197,14,H
1247,1140,1,N
