WTeamID,LTeamID,WLoc
1116,1221,N
1140,1374,N
1143,1261,N
1181,1356,N
1199,1191,N
1228,1253,N
1242,1123,N
1314,1187,N
1348,1345,N
1365,1112,N
1371,1398,N
1385,1403,N
1396,1281,N
1408,1243,N
1435,1129,N
1443,1272,N
1153,1164,N
1203,1307,N
1231,1460,N
1234,1419,N
1246,1351,N
1257,1174,N
1269,1335,N
1276,1157,N
1308,1304,N
1329,1266,N
1380,1210,N
1417,1235,N
1428,1338,N
1438,1264,N
1448,1151,N
1462,1309,N
1116,1385,N
1143,1181,N
1199,1408,N
1242,1140,N
1314,1348,N
1396,1365,N
1435,1228,N
1443,1371,N
1153,1308,N
1203,1380,N
1231,1462,N
1246,1428,N
1257,1329,N
1276,1417,N
1438,1269,N
1448,1234,N
1199,1443,N
1231,1257,N
1242,1143,N
1246,1448,N
1153,1438,N
1276,1203,N
1314,1116,N
1396,1435,N
1242,1231,N
1246,1199,N
1276,1396,N
1314,1153,N
1276,1246,N
1314,1242,N
1314,1276,N
