WTeamID,LTeamID,MOV,WLoc
1291,1164,9,N
1181,1125,1,N
1242,1340,24,N
1243,1425,13,N
1266,1246,8,N
1277,1396,11,N
1323,1206,18,N
1338,1331,19,N
1345,1124,11,N
1390,1165,24,N
1401,1140,5,N
1417,1290,41,N
1424,1245,13,N
1450,1457,31,N
1452,1112,10,N
1458,1168,15,N
1462,1208,12,N
1116,1231,14,N
1139,1375,20,N
1172,1211,6,N
1207,1420,19,N
1257,1129,18,N
1272,1426,24,N
1274,1388,14,N
1280,1332,7,N
1314,1291,39,N
1328,1386,8,N
1360,1163,1,N
1373,1435,21,N
1397,1110,15,N
1400,1122,20,N
1437,1155,6,N
1443,1179,2,N
1242,1424,19,N
1277,1338,11,N
1390,1266,1,N
1417,1401,2,N
1450,1323,20,N
1452,1181,6,N
1458,1243,17,N
1462,1345,7,N
1172,1207,4,N
1257,1328,30,N
1272,1280,3,N
1314,1116,31,N
1397,1139,5,N
1400,1274,3,N
1437,1373,12,N
1443,1360,9,N
1257,1397,19,N
1314,1450,21,N
1417,1443,10,N
1462,1452,4,N
1172,1458,17,N
1242,1437,15,N
1272,1277,18,N
1400,1390,20,N
1314,1257,10,N
1417,1462,19,N
1242,1172,2,N
1272,1400,18,N
1242,1314,18,N
1272,1417,15,N
1242,1272,7,N
