WTeamID,LTeamID,MOV,WLoc
1322,1457,4,N
1130,1381,3,N
1153,1140,25,N
1181,1284,43,N
1207,1116,2,N
1209,1458,1,N
1214,1235,1,N
1234,1166,13,N
1245,1231,4,N
1246,1221,4,N
1268,1206,3,N
1281,1208,2,N
1386,1210,4,N
1390,1422,29,N
1417,1220,13,N
1425,1329,15,N
1429,1326,9,N
1112,1183,25,N
1139,1448,16,N
1150,1397,7,N
1196,1443,13,N
1201,1143,12,N
1211,1438,1,N
1228,1322,42,N
1232,1328,2,N
1242,1169,24,N
1277,1106,34,N
1279,1233,2,N
1314,1343,22,N
1323,1462,12,N
1336,1344,10,N
1393,1218,10,N
1396,1400,14,N
1153,1245,23,N
1181,1281,13,N
1207,1214,19,N
1246,1234,13,N
1268,1209,19,N
1390,1386,7,N
1417,1429,25,N
1425,1130,3,N
1112,1139,21,N
1211,1232,17,N
1228,1150,18,N
1242,1393,29,N
1277,1201,16,N
1279,1323,3,N
1336,1314,8,N
1396,1196,21,N
1181,1417,13,N
1268,1207,10,N
1390,1153,13,N
1425,1246,4,N
1112,1279,10,N
1228,1242,16,N
1277,1211,15,N
1396,1336,12,N
1181,1425,10,N
1268,1390,14,N
1112,1228,6,N
1277,1396,7,N
1112,1277,19,N
1181,1268,11,N
1181,1112,10,N
