WTeamID,LTeamID,MOV,WLoc
1242,1417,1,N
1385,1246,1,H
1242,1385,8,A
1314,1457,5,H
1409,1113,2,N
1417,1246,5,N
1113,1457,8,N
1314,1409,10,H
1143,1280,7,H
1307,1206,11,H
1396,1174,7,H
1400,1298,14,H
1181,1343,37,H
1231,1337,12,H
1375,1266,13,A
1437,1193,16,H
1396,1307,12,H
1400,1143,3,H
1102,1222,6,H
1122,1238,22,N
1448,1291,47,H
1105,1240,3,H
1113,1381,22,H
1116,1398,22,H
1120,1197,35,H
1131,1389,13,A
1148,1107,9,H
1150,1200,14,N
1155,1216,19,H
1156,1436,15,H
1158,1149,21,A
1163,1346,14,H
1181,1437,13,H
1187,1117,14,N
1192,1180,10,H
1196,1199,15,A
1198,1125,2,H
1201,1388,38,H
1207,1126,10,H
1209,1208,12,A
1210,1459,43,H
1211,1186,9,A
1220,1296,24,N
1222,1291,25,N
1228,1263,29,H
1231,1375,8,H
1247,1423,7,N
1257,1218,15,A
1265,1171,14,H
1278,1422,20,H
1301,1335,13,H
1310,1138,4,A
1314,1111,30,A
1324,1276,7,H
1326,1463,20,H
1328,1108,19,H
1332,1290,15,H
1333,1168,33,H
1338,1299,45,H
1350,1347,35,H
1356,1253,12,H
1371,1351,28,H
1378,1172,26,N
1379,1256,7,N
1382,1308,15,N
1386,1441,50,N
1395,1322,33,H
1396,1272,5,A
1397,1151,22,H
1399,1376,6,A
1408,1311,12,H
1409,1317,18,H
1414,1224,24,H
1424,1319,21,H
1428,1226,6,H
1429,1365,9,N
1435,1354,5,H
1438,1254,46,H
1447,1135,31,H
1448,1102,40,H
1453,1225,12,A
1456,1219,25,H
1114,1321,10,A
1117,1171,18,N
1122,1160,5,N
1125,1296,4,N
1139,1183,17,H
1144,1421,15,A
1148,1162,22,H
1150,1301,17,A
1153,1129,12,H
1187,1265,8,A
1200,1335,3,N
1203,1401,20,H
1214,1444,6,A
1220,1198,28,A
1239,1157,19,H
1243,1427,16,H
1248,1165,10,A
1249,1411,9,A
1256,1398,7,N
1259,1288,9,N
1269,1233,2,H
1274,1194,17,A
1279,1115,51,H
1280,1270,9,H
1283,1309,7,A
1286,1442,19,H
1305,1362,8,A
1323,1357,46,H
1328,1247,17,H
1331,1304,4,H
1344,1221,6,H
1348,1193,25,H
1349,1298,18,A
1365,1172,19,N
1379,1116,9,A
1385,1392,30,H
1386,1354,13,H
1387,1227,3,H
1391,1189,29,H
1419,1359,6,H
1420,1406,15,H
1423,1108,26,N
1425,1133,15,H
1429,1378,3,N
1435,1441,22,H
1439,1440,24,H
1443,1191,2,A
1462,1275,14,H
1464,1384,1,A
1110,1347,12,H
1120,1240,40,H
1122,1429,4,N
1130,1389,25,H
1156,1463,10,H
1160,1378,28,N
1169,1224,17,H
1172,1238,12,H
1182,1299,26,H
1211,1453,27,H
1234,1454,4,H
1277,1324,36,H
1278,1208,3,H
1308,1388,18,N
1337,1364,11,H
1353,1192,3,H
1354,1441,3,N
1372,1260,4,N
1382,1201,13,A
1393,1383,20,H
1397,1190,26,H
1435,1386,2,H
1436,1250,7,A
1104,1407,28,H
1111,1352,15,H
1158,1151,1,A
1166,1442,46,H
1173,1163,14,N
1174,1175,25,H
1203,1330,2,H
1206,1180,8,A
1214,1185,2,A
1228,1424,5,N
1241,1440,18,H
1242,1129,40,H
1261,1419,43,H
1266,1269,4,H
1268,1257,22,N
1273,1120,4,A
1288,1406,3,N
1298,1318,21,H
1305,1286,17,H
1354,1399,20,H
1381,1451,9,H
1395,1106,46,H
1398,1292,4,H
1401,1317,3,H
1408,1433,4,H
1409,1348,9,H
1420,1259,18,H
1438,1157,39,H
1448,1350,8,A
1450,1340,28,H
1456,1439,2,A
1112,1173,17,N
1113,1159,14,H
1125,1202,7,H
1131,1251,1,A
1132,1191,5,H
1135,1219,8,H
1137,1384,6,H
1140,1189,37,H
1141,1345,1,A
1147,1402,7,H
1153,1267,4,H
1169,1417,4,A
