WTeamID,LTeamID,WLoc
1299,1251,N
1388,1292,N
1241,1254,N
1247,1129,N
1112,1125,N
1139,1137,N
1143,1424,N
1161,1281,N
1211,1380,N
1217,1307,N
1257,1299,N
1266,1172,N
1272,1388,N
1276,1355,N
1277,1434,N
1332,1329,N
1387,1308,N
1393,1285,N
1433,1103,N
1455,1338,N
1166,1153,N
1181,1107,N
1195,1207,N
1196,1322,N
1228,1160,N
1231,1241,N
1235,1323,N
1242,1443,N
1247,1243,N
1274,1334,N
1278,1417,N
1279,1458,N
1314,1437,N
1326,1233,N
1361,1328,N
1396,1301,N
1112,1217,N
1257,1161,N
1266,1139,N
1276,1433,N
1277,1272,N
1332,1387,N
1393,1143,N
1455,1211,N
1181,1166,N
1195,1361,N
1196,1278,N
1231,1396,N
1242,1314,N
1247,1279,N
1274,1228,N
1326,1235,N
1266,1274,N
1326,1112,N
1393,1231,N
1455,1247,N
1181,1277,N
1196,1195,N
1257,1332,N
1276,1242,N
1393,1266,N
1455,1326,N
1257,1181,N
1276,1196,N
1257,1455,N
1276,1393,N
1257,1276,N
