WTeamID,LTeamID,WLoc
1116,1343,N
1123,1333,N
1143,1231,N
1155,1140,N
1163,1131,N
1173,1228,N
1210,1190,N
1247,1379,N
1257,1225,N
1261,1437,N
1277,1293,N
1314,1283,N
1326,1344,N
1328,1406,N
1364,1222,N
1424,1114,N
1104,1161,N
1112,1378,N
1181,1350,N
1207,1411,N
1242,1352,N
1258,1308,N
1276,1229,N
1278,1431,N
1320,1281,N
1345,1419,N
1385,1396,N
1393,1164,N
1400,1208,N
1417,1412,N
1438,1323,N
1462,1243,N
1116,1173,N
1123,1257,N
1155,1247,N
1163,1143,N
1210,1261,N
1277,1364,N
1314,1328,N
1424,1326,N
1104,1112,N
1181,1385,N
1258,1276,N
1278,1320,N
1393,1438,N
1400,1345,N
1417,1242,N
1462,1207,N
1116,1314,N
1163,1155,N
1181,1417,N
1400,1462,N
1210,1277,N
1258,1104,N
1278,1393,N
1424,1123,N
1116,1400,N
1181,1163,N
1210,1278,N
1424,1258,N
1181,1116,N
1424,1210,N
1424,1181,N
