WTeamID,LTeamID,WLoc
1120,1133,N
1140,1150,N
1177,1455,N
1181,1131,N
1196,1385,N
1243,1247,N
1257,1333,N
1258,1461,N
1272,1124,N
1276,1129,N
1314,1317,N
1328,1151,N
1345,1192,N
1348,1281,N
1374,1323,N
1393,1299,N
1112,1165,N
1207,1261,N
1210,1235,N
1228,1427,N
1234,1199,N
1242,1462,N
1246,1380,N
1268,1364,N
1293,1301,N
1338,1185,N
1350,1231,N
1371,1431,N
1396,1250,N
1424,1283,N
1435,1429,N
1437,1116,N
1181,1374,N
1243,1177,N
1257,1140,N
1276,1196,N
1314,1258,N
1328,1120,N
1345,1272,N
1348,1393,N
1112,1371,N
1234,1424,N
1242,1293,N
1246,1268,N
1350,1210,N
1396,1207,N
1435,1338,N
1437,1228,N
1181,1348,N
1328,1257,N
1396,1350,N
1437,1246,N
1112,1234,N
1242,1435,N
1243,1345,N
1314,1276,N
1181,1396,N
1328,1437,N
1112,1314,N
1242,1243,N
1242,1181,N
1328,1112,N
1242,1328,N
