WTeamID,LTeamID,MOV,WLoc
1417,1231,15,N
1161,1129,11,A
1210,1241,24,H
1246,1452,26,H
1329,1191,29,H
1338,1264,11,H
1343,1284,11,H
1345,1123,8,H
1400,1449,21,H
1210,1161,17,H
1329,1345,28,H
1400,1343,11,H
1110,1410,13,N
1139,1169,15,H
1143,1305,18,H
1147,1212,2,H
1151,1280,12,A
1153,1122,31,H
1163,1216,30,H
1182,1412,10,N
1201,1365,11,H
1225,1170,15,H
1250,1217,12,H
1258,1288,30,H
1261,1419,1,H
1266,1341,43,H
1269,1373,35,H
1285,1332,39,H
1301,1198,11,H
1307,1226,14,H
1338,1246,18,A
1344,1306,19,H
1349,1334,9,N
1360,1361,3,H
1364,1350,7,H
1371,1383,21,H
1374,1402,4,A
1378,1391,16,H
1381,1372,17,A
1388,1451,3,A
1390,1259,42,H
1395,1368,32,N
1408,1359,27,H
1450,1148,42,N
1463,1159,3,H
1104,1172,17,A
1114,1108,8,H
1119,1165,4,A
1122,1410,22,N
1133,1387,10,A
1145,1138,22,H
1148,1288,16,N
1152,1178,1,A
1153,1110,3,H
1158,1150,14,A
1196,1197,10,H
1204,1126,38,H
1220,1298,23,H
1222,1437,30,H
1234,1271,53,H
1242,1420,64,H
1243,1427,38,H
1257,1224,29,H
1263,1319,6,A
1268,1291,30,H
1292,1117,1,A
1304,1358,49,H
1307,1182,6,H
1317,1403,6,A
1320,1418,1,A
1334,1259,8,N
1337,1239,20,A
1348,1318,30,H
1368,1212,38,N
1385,1310,9,H
1390,1349,4,H
1395,1147,2,A
1412,1226,19,N
1428,1426,1,H
1431,1411,27,H
1433,1229,26,H
1434,1102,5,A
1444,1192,17,H
1447,1351,3,A
1448,1422,28,H
1450,1258,11,A
1453,1369,28,H
1458,1260,22,H
1461,1256,18,H
1235,1271,55,H
1284,1436,7,H
1314,1154,39,H
1350,1361,10,A
1356,1169,6,H
1116,1278,9,N
1124,1427,6,H
1143,1288,47,H
1150,1253,23,H
1151,1454,5,H
1153,1192,17,H
1156,1132,9,A
1157,1354,2,A
1160,1406,10,H
1168,1362,9,H
1173,1122,7,H
1175,1291,3,H
1181,1187,28,H
1183,1232,9,H
1190,1397,17,A
1191,1169,30,H
1201,1170,20,H
1204,1111,1,A
1227,1302,10,H
1250,1180,16,H
1258,1259,14,H
1270,1368,4,H
1277,1249,13,N
1279,1238,14,H
1281,1145,30,H
1304,1425,9,H
1308,1411,23,H
1329,1398,31,H
1336,1228,5,A
1349,1113,6,N
1360,1374,7,H
1391,1126,21,H
1401,1341,27,H
1403,1296,14,H
1408,1311,8,A
1422,1423,2,H
1435,1399,7,H
1436,1248,18,A
1438,1456,35,H
1444,1260,11,A
1448,1154,40,H
1455,1351,39,H
1458,1369,11,H
1461,1129,18,H
1106,1359,10,H
1113,1249,10,N
1124,1358,39,H
1130,1135,32,H
1131,1217,1,H
1133,1152,15,H
1137,1420,14,H
1139,1323,7,A
1140,1429,16,A
1148,1254,4,H
1164,1457,8,H
1178,1434,17,H
1182,1233,9,H
1196,1224,14,H
1199,1239,9,H
1208,1273,20,H
1210,1400,13,N
1234,1442,37,H
1235,1166,17,H
1242,1114,11,H
1264,1162,13,H
1268,1271,55,H
1277,1349,8,N
1278,1344,7,N
1283,1117,1,H
1284,1206,3,A
1285,1363,21,A
1310,1383,20,H
1326,1275,33,H
1328,1376,1,A
1329,1338,11,N
1333,1309,21,H
1334,1305,16,H
1339,1186,14,H
1348,1200,6,H
1378,1108,20,H
1393,1165,7,H
1395,1409,13,H
1433,1347,14,H
1441,1421,15,H
1447,1382,1,H
1451,1211,2,H
1453,1405,28,A
1463,1306,2,A
1104,1399,20,H
1174,1391,18,A
1220,1250,10,H
1229,1227,8,H
1261,1292,31,H
1277,1116,15,N
1278,1113,32,N
1287,1422,20,A
1308,1381,7,H
1314,1222,3,A
1319,1170,6,A
1329,1210,7,N
1336,1138,27,H
1338,1400,4,N
1344,1249,11,N
1356,1443,9,A
1379,1375,6,A
1403,1307,2,A
1408,1341,66,H
1412,1290,31,H
1266,1296,5,H
1112,1173,16,N
1154,1119,6,N
1156,1369,8,A
1163,1463,24,H
1174,1383,13,N
1177,1272,3,A
1180,1388,6,N
1185,1157,18,N
1197,1126,15,N
1200,1373,21,A
1201,1318,14,H
1211,1124,2,N
1218,1286,16,H
1247,1143,23,N
1269,1365,21,N
1274,1263,5,N
1280,1341,45,N
1282,1311,30,N
1285,1368,42,H
1305,1258,4,H
1309,1225,17,N
1319,1169,3,A
1350,1439,33,H
1351,1145,4,N
1364,1360,5,A
1385,1423,18,H
1395,1235,1,N
1412,1120,14,H
1416,1144,8,H
1418,1279,9,H
1426,1362,32,N
1428,1363,18,A
1438,1335,29,H
1451,1440,18,H
1103,1290,15,H
1112,1218,14,A
1117,1114,5,H
1119,1440,6,N
1124,1318,12,N
1130,1134,24,H
1133,1151,1,H
1143,1439,9,N
1153,1275,20,H
1155,1287,45,H
1174,1416,13,A
1178,1132,3,H
1181,1217,53,H
1183,1302,9,A
1184,1274,5,N
1187,1111,3,H
1201,1211,1,H
1202,1273,11,H
1203,1284,15,H
1204,1399,17,H
1216,1171,2,A
1220,1264,2,H
1222,1317,2,H
1225,1157,6,N
1228,1419,25,H
1231,1139,24,H
1239,1254,15,H
1251,1271,25,H
1268,1110,25,H
1269,1333,9,N
1278,1224,41,H
1279,1341,51,N
1280,1418,9,A
1281,1401,30,H
1282,1156,6,N
1285,1426,5,H
1286,1173,5,N
1301,1441,22,H
1304,1381,5,A
1308,1307,7,A
1309,1185,16,N
1314,1406,10,H
1321,1162,18,H
1325,1464,10,A
1326,1152,72,H
1337,1129,22,H
1343,1248,23,H
1347,1288,35,A
1348,1233,5,A
1350,1247,15,H
1353,1447,21,H
1354,1457,18,A
1356,1293,11,A
1359,1102,7,H
1362,1368,6,N
1369,1311,3,H
1375,1238,7,A
1376,1386,14,A
1378,1330,19,A
1382,1148,4,H
1383,1144,2,N
1384,1138,29,H
1385,1180,20,H
1390,1160,13,H
1393,1421,15,H
1395,1397,14,N
1403,1410,8,A
1414,1361,15,H
1417,1253,11,H
1423,1388,19,N
1424,1261,21,H
1425,1170,13,H
1435,1374,12,A
1436,1422,20,H
1444,1221,13,H
1448,1193,29,H
1451,1154,34,H
1453,1411,20,A
1455,1175,10,H
1456,1298,5,H
1458,1339,9,A
1461,1358,15,H
1462,1159,29,H
1104,1438,11,H
1135,1344,2,A
1208,1137,3,H
1235,1263,7,N
1274,1397,12,N
1314,1165,43,H
1333,1185,15,N
1365,1157,7,N
1395,1184,7,N
1108,1317,4,H
1116,1106,16,N
1124,1434,9,A
1130,1306,45,H
1150,1111,15,A
1160,1414,3,H
1163,1448,9,H
1166,1161,6,H
1192,1422,14,H
1196,1239,3,A
1233,1330,15,H
1241,1271,27,H
1256,1368,24,A
1260,1229,13,H
1269,1309,12,N
1276,1178,26,A
1278,1464,39,H
1299,1158,16,H
1301,1338,1,N
1304,1154,23,H
1311,1102,1,H
1321,1435,2,H
1322,1212,50,H
1336,1110,12,A
1345,1232,16,A
1349,1341,36,A
1352,1267,24,H
1364,1170,36,H
1369,1410,29,H
1373,1265,17,H
1376,1202,20,H
1405,1290,18,H
1416,1254,29,H
1425,1387,16,H
1443,1227,2,H
1452,1347,34,H
1454,1442,14,A
1456,1172,1,H
1462,1359,16,H
1104,1151,15,H
1113,1226,10,H
1123,1280,29,H
1134,1288,14,H
1139,1168,17,H
1153,1156,35,H
1191,1122,20,H
1203,1216,4,A
1210,1437,21,N
1222,1117,18,H
1228,1398,22,H
1231,1323,32,H
1234,1179,27,H
1245,1103,2,H
1258,1334,16,H
1263,1164,3,A
1264,1259,4,A
1272,1293,24,H
1281,1197,25,H
1284,1119,27,H
1337,1305,21,H
1353,1343,5,A
1362,1143,7,A
1374,1458,2,A
1379,1418,18,H
1386,1180,15,H
1393,1199,18,N
1396,1335,4,A
1406,1250,2,H
1428,1429,9,A
1431,1308,7,A
1460,1132,6,H
1463,1248,7,A
1114,1212,16,H
1116,1126,82,H
1120,1401,3,A
1137,1291,30,A
1141,1152,17,H
1177,1302,23,H
1192,1148,13,A
1196,1149,5,H
1200,1220,18,A
1221,1217,25,H
1238,1317,1,H
1246,1269,21,H
1253,1169,9,H
1254,1131,3,H
1268,1344,10,N
1277,1304,23,H
1282,1410,12,H
1285,1339,30,H
1306,1171,8,H
1314,1371,29,A
1318,1224,4,A
1326,1325,16,H
1329,1309,8,H
1338,1384,16,H
1348,1135,30,A
1349,1358,27,H
1372,1360,23,H
1382,1310,15,H
1408,1321,4,H
1412,1341,61,H
1422,1456,6,A
1425,1211,17,A
1433,1350,3,H
1434,1405,3,H
1439,1206,12,H
1440,1347,10,H
1443,1184,2,A
1462,1296,3,H
1108,1398,10,H
1113,1427,25,H
1139,1229,8,H
1140,1409,16,A
1158,1154,3,A
1164,1110,5,H
1175,1174,4,A
1178,1198,18,H
1181,1385,10,N
1183,1168,1,H
1257,1323,3,A
1279,1270,22,H
1332,1201,8,H
1351,1447,14,A
1364,1388,21,H
1376,1457,12,H
1381,1369,36,H
1397,1292,3,H
1424,1241,7,A
1428,1133,24,H
1435,1423,19,H
