WTeamID,LTeamID,WLoc
1104,1299,N
1120,1360,N
1122,1228,N
1181,1401,N
1231,1193,N
1243,1208,N
1276,1298,N
1309,1140,N
1314,1335,N
1323,1292,N
1344,1412,N
1395,1267,N
1417,1141,N
1424,1226,N
1461,1438,N
1462,1281,N
1177,1256,N
1196,1301,N
1207,1137,N
1234,1365,N
1242,1222,N
1261,1210,N
1283,1155,N
1326,1246,N
1328,1409,N
1338,1265,N
1345,1318,N
1385,1455,N
1393,1204,N
1396,1380,N
1431,1112,N
1443,1452,N
1104,1309,N
1181,1462,N
1231,1120,N
1314,1276,N
1323,1395,N
1344,1122,N
1424,1243,N
1461,1417,N
1177,1385,N
1196,1345,N
1207,1326,N
1234,1431,N
1242,1283,N
1261,1396,N
1328,1338,N
1393,1443,N
1207,1242,N
1314,1323,N
1344,1104,N
1393,1196,N
1231,1181,N
1234,1328,N
1261,1177,N
1424,1461,N
1344,1207,N
1393,1314,N
1231,1261,N
1424,1234,N
1231,1424,N
1393,1344,N
1231,1393,N
