WTeamID,LTeamID,WLoc
1287,1106,N
1163,1151,N
1181,1127,N
1211,1103,N
1261,1139,N
1268,1143,N
1272,1169,N
1276,1155,N
1314,1347,N
1328,1288,N
1345,1320,N
1400,1278,N
1401,1140,N
1417,1433,N
1437,1110,N
1443,1228,N
1449,1280,N
1112,1428,N
1113,1396,N
1156,1448,N
1173,1452,N
1242,1295,N
1257,1287,N
1266,1429,N
1277,1352,N
1281,1165,N
1329,1397,N
1338,1190,N
1373,1326,N
1393,1372,N
1425,1130,N
1458,1199,N
1462,1340,N
1163,1401,N
1181,1400,N
1211,1443,N
1272,1268,N
1314,1261,N
1328,1276,N
1345,1449,N
1437,1417,N
1112,1156,N
1242,1173,N
1257,1373,N
1277,1425,N
1281,1266,N
1338,1329,N
1393,1113,N
1462,1458,N
1163,1345,N
1281,1272,N
1338,1462,N
1437,1181,N
1257,1112,N
1277,1242,N
1314,1211,N
1328,1393,N
1163,1281,N
1437,1338,N
1277,1257,N
1314,1328,N
1277,1163,N
1314,1437,N
1314,1277,N
