WTeamID,LTeamID,MOV,WLoc
1421,1411,8,N
1112,1436,29,N
1113,1272,13,N
1141,1166,6,N
1143,1301,2,N
1163,1140,5,N
1181,1161,10,N
1211,1153,5,N
1228,1443,5,N
1242,1429,3,N
1266,1221,4,N
1281,1356,1,N
1323,1454,1,N
1328,1354,17,N
1390,1360,8,N
1409,1173,13,N
1458,1451,7,N
1120,1386,2,N
1139,1280,1,N
1196,1358,30,N
1231,1104,5,N
1246,1237,31,N
1257,1122,22,N
1268,1423,2,N
1277,1160,15,N
1329,1335,14,N
1338,1447,26,N
1345,1261,24,N
1393,1264,11,N
1400,1421,21,N
1428,1332,2,N
1448,1190,3,N
1462,1407,12,N
1112,1211,1,N
1163,1390,11,N
1181,1141,26,N
1242,1113,32,N
1266,1281,9,N
1323,1228,8,N
1328,1143,9,N
1458,1409,1,N
1120,1448,6,N
1139,1257,8,N
1246,1428,20,N
1268,1462,13,N
1277,1196,22,N
1338,1231,22,N
1393,1329,12,N
1400,1345,10,N
1112,1323,17,N
1242,1181,4,N
1246,1458,6,N
1266,1338,3,N
1277,1268,2,N
1328,1139,11,N
1393,1120,1,N
1400,1163,4,N
1242,1112,3,N
1266,1246,14,N
1393,1328,16,N
1400,1277,9,N
1242,1266,33,N
1393,1400,11,N
1393,1242,3,N
