WTeamID,LTeamID,WLoc
1104,1344,N
1163,1351,N
1196,1241,N
1203,1412,N
1242,1151,N
1268,1387,N
1269,1402,N
1276,1337,N
1281,1298,N
1335,1304,N
1345,1416,N
1393,1218,N
1400,1443,N
1448,1158,N
1453,1143,N
1458,1153,N
1112,1259,N
1116,1299,N
1130,1450,N
1181,1411,N
1207,1228,N
1231,1325,N
1246,1398,N
1257,1129,N
1266,1418,N
1277,1371,N
1278,1356,N
1314,1251,N
1329,1308,N
1396,1180,N
1409,1417,N
1438,1307,N
1163,1203,N
1196,1335,N
1242,1448,N
1268,1269,N
1276,1400,N
1281,1458,N
1345,1104,N
1393,1453,N
1112,1438,N
1116,1207,N
1130,1314,N
1181,1277,N
1231,1396,N
1257,1278,N
1266,1246,N
1409,1329,N
1112,1257,N
1181,1266,N
1281,1393,N
1345,1242,N
1116,1409,N
1130,1231,N
1196,1163,N
1276,1268,N
1112,1281,N
1181,1345,N
1116,1276,N
1196,1130,N
1116,1112,N
1181,1196,N
1116,1181,N
