WTeamID,LTeamID,MOV,WLoc
1310,1197,8,N
1130,1403,9,N
1139,1330,11,N
1207,1125,25,N
1231,1211,13,N
1257,1390,20,N
1268,1172,12,N
1277,1266,12,N
1314,1184,21,N
1326,1148,21,N
1338,1460,21,N
1401,1335,16,N
1417,1451,28,N
1433,1181,2,N
1435,1203,33,N
1450,1331,16,N
1462,1140,2,N
1196,1238,43,N
1242,1310,40,N
1246,1437,9,N
1272,1317,15,N
1305,1166,6,N
1332,1275,2,N
1345,1112,9,N
1356,1221,10,N
1397,1253,35,N
1400,1308,12,N
1424,1210,4,N
1425,1116,17,N
1438,1107,27,N
1439,1228,2,N
1457,1323,10,N
1458,1394,13,N
1139,1268,3,N
1207,1130,7,N
1314,1277,14,N
1326,1462,7,N
1338,1433,5,N
1401,1257,3,N
1417,1231,5,N
1435,1450,4,N
1196,1345,7,N
1242,1246,12,N
1272,1305,16,N
1332,1457,14,N
1356,1439,15,N
1397,1438,3,N
1424,1458,6,N
1425,1400,19,N
1242,1356,3,N
1272,1401,1,N
1326,1397,1,N
1417,1338,9,N
1196,1139,8,N
1207,1435,1,N
1314,1425,10,N
1332,1424,4,N
1326,1272,16,N
1417,1242,13,N
1196,1332,8,N
1207,1314,12,N
1196,1417,10,N
1326,1207,7,N
1196,1326,9,N
