WTeamID,LTeamID,MOV,WLoc
1102,1119,11,N
1103,1157,9,H
1107,1373,12,A
1112,1142,11,H
1113,1420,35,H
1116,1188,34,H
1120,1311,22,H
1124,1160,12,N
1125,1252,4,A
1129,1426,29,H
1133,1240,7,H
1140,1451,9,H
1143,1164,19,H
1150,1190,5,H
1153,1300,13,H
1155,1391,20,H
1163,1268,1,N
1166,1108,46,H
1181,1172,34,H
1184,1198,22,N
1196,1316,8,H
1199,1239,24,H
1200,1384,20,H
1201,1414,1,A
1203,1347,22,H
1206,1110,3,H
1208,1459,20,H
1210,1342,31,H
1214,1456,8,H
1218,1398,30,H
1222,1402,6,H
1228,1106,17,H
1231,1152,28,H
1234,1423,43,H
1242,1419,17,H
1246,1421,32,H
1258,1213,3,N
1259,1127,5,A
1260,1454,4,H
1266,1380,7,H
1267,1354,16,H
1276,1262,27,H
1277,1270,42,H
1278,1250,19,H
1279,1407,15,H
1280,1341,15,H
1281,1368,36,H
1283,1330,12,A
1284,1220,4,A
1294,1243,2,A
1301,1111,21,H
1303,1296,2,A
1304,1195,24,H
1314,1324,23,H
1323,1275,12,H
1328,1104,9,N
1329,1290,55,H
1332,1207,7,N
1334,1305,2,A
1338,1366,33,H
1339,1413,17,H
1344,1130,4,H
1345,1297,1,H
1348,1263,20,H
1350,1174,2,H
1353,1197,8,H
1358,1410,4,A
1360,1355,4,H
1361,1415,36,H
1374,1395,8,N
1375,1178,16,H
1379,1238,16,H
1383,1274,4,A
1387,1369,23,H
1388,1256,13,H
1390,1137,4,H
1392,1265,16,H
1393,1165,22,H
1400,1273,3,H
1401,1138,24,H
1403,1223,15,H
1406,1298,27,H
1408,1312,11,H
1411,1313,12,H
1417,1180,5,H
1422,1219,8,H
1424,1340,19,H
1429,1425,13,H
1430,1237,8,H
1433,1229,38,H
1434,1293,3,H
1437,1248,16,H
1438,1241,20,H
1440,1154,11,H
1444,1308,6,N
1448,1159,11,H
1450,1167,6,H
1452,1291,15,H
1458,1385,11,N
1461,1404,18,H
1462,1205,24,H
1464,1244,16,A
1119,1154,15,N
1139,1249,31,H
1156,1233,4,H
1162,1271,19,H
1168,1286,29,A
1173,1236,1,H
1177,1212,38,H
1179,1227,2,A
1182,1101,19,H
1184,1244,8,A
1193,1357,13,H
1211,1136,24,H
1218,1444,10,H
1225,1442,4,H
1232,1123,9,H
1254,1389,7,N
1257,1158,22,H
1258,1355,9,N
1264,1247,9,A
1307,1105,36,H
1308,1398,15,N
1319,1427,11,A
1321,1183,17,H
1325,1320,11,H
1326,1288,39,H
1336,1447,12,H
