WTeamID,LTeamID,MOV,WLoc
1116,1373,14,N
1120,1457,39,N
1163,1427,25,N
1166,1257,4,N
1178,1417,3,N
1196,1335,14,N
1211,1278,12,N
1231,1203,20,N
1234,1412,13,N
1268,1434,22,N
1307,1281,2,N
1326,1293,14,N
1329,1393,8,N
1385,1359,26,N
1390,1108,12,N
1451,1314,2,N
1150,1348,11,N
1153,1206,24,N
1181,1197,41,N
1242,1191,21,N
1246,1308,22,N
1274,1248,21,N
1275,1449,1,N
1277,1291,23,N
1279,1437,2,N
1283,1458,11,N
1328,1112,1,N
1345,1400,4,N
1396,1245,7,N
1397,1174,10,N
1409,1158,9,N
1428,1117,22,N
1120,1329,7,N
1163,1307,22,N
1196,1451,8,N
1211,1390,8,N
1234,1116,10,N
1268,1166,12,N
1326,1178,31,N
1385,1231,25,N
1181,1409,41,N
1246,1242,4,N
1275,1428,8,N
1277,1279,8,N
1283,1397,30,N
1328,1150,13,N
1345,1274,10,N
1396,1153,10,N
1163,1234,10,N
1211,1196,1,N
1326,1120,8,N
1385,1268,14,N
1181,1283,17,N
1246,1275,15,N
1277,1328,8,N
1396,1345,22,N
1163,1211,5,N
1326,1385,3,N
1181,1396,21,N
1277,1246,7,N
1163,1326,6,N
1181,1277,6,N
1163,1181,3,N
