WTeamID,LTeamID,WLoc
1104,1335,N
1113,1123,N
1153,1396,N
1163,1151,N
1242,1159,N
1246,1291,N
1264,1328,N
1268,1211,N
1275,1112,N
1329,1180,N
1387,1278,N
1400,1332,N
1408,1140,N
1438,1311,N
1443,1276,N
1448,1299,N
1116,1411,N
1207,1462,N
1235,1196,N
1269,1389,N
1272,1257,N
1280,1365,N
1281,1231,N
1314,1293,N
1330,1437,N
1345,1453,N
1390,1150,N
1393,1356,N
1409,1228,N
1417,1198,N
1428,1253,N
1451,1277,N
1113,1264,N
1163,1153,N
1242,1443,N
1246,1408,N
1268,1400,N
1329,1104,N
1438,1275,N
1448,1387,N
1116,1393,N
1207,1451,N
1269,1390,N
1272,1345,N
1280,1428,N
1314,1235,N
1409,1330,N
1417,1281,N
1163,1268,N
1246,1113,N
1314,1207,N
1417,1280,N
1116,1272,N
1269,1409,N
1329,1448,N
1438,1242,N
1314,1246,N
1417,1163,N
1116,1438,N
1329,1269,N
1116,1314,N
1417,1329,N
1417,1116,N
