WTeamID,LTeamID,WLoc
1125,1396,N
1192,1341,N
1113,1385,N
1295,1300,N
1120,1308,N
1124,1393,N
1196,1305,N
1199,1436,N
1211,1192,N
1242,1318,N
1246,1101,N
1261,1463,N
1268,1125,N
1276,1285,N
1277,1133,N
1278,1257,N
1293,1266,N
1345,1330,N
1437,1388,N
1459,1371,N
1138,1113,N
1181,1295,N
1222,1209,N
1234,1153,N
1251,1280,N
1314,1233,N
1326,1235,N
1328,1279,N
1332,1458,N
1397,1159,N
1403,1297,N
1414,1243,N
1416,1433,N
1438,1205,N
1439,1387,N
1449,1429,N
1120,1242,N
1199,1293,N
1211,1124,N
1246,1459,N
1261,1268,N
1276,1196,N
1277,1278,N
1345,1437,N
1181,1416,N
1222,1326,N
1314,1449,N
1332,1414,N
1397,1234,N
1403,1138,N
1438,1328,N
1439,1251,N
1211,1199,N
1345,1397,N
1403,1276,N
1438,1332,N
1120,1314,N
1181,1439,N
1246,1222,N
1277,1261,N
1403,1211,N
1438,1345,N
1120,1246,N
1277,1181,N
1403,1277,N
1438,1120,N
1438,1403,N
