WTeamID,LTeamID,WLoc
1140,1233,N
1443,1290,N
1378,1143,N
1436,1249,N
1124,1355,N
1160,1424,N
1211,1452,N
1231,1308,N
1235,1163,N
1243,1379,N
1246,1443,N
1257,1172,N
1266,1140,N
1293,1161,N
1307,1253,N
1326,1259,N
1393,1421,N
1433,1455,N
1435,1217,N
1458,1285,N
1153,1400,N
1166,1104,N
1196,1438,N
1199,1382,N
1207,1125,N
1242,1178,N
1250,1181,N
1277,1254,N
1301,1361,N
1313,1281,N
1314,1436,N
1325,1276,N
1345,1388,N
1378,1396,N
1387,1272,N
1462,1323,N
1124,1160,N
1231,1433,N
1246,1235,N
1257,1307,N
1266,1293,N
1326,1211,N
1393,1243,N
1458,1435,N
1153,1199,N
1196,1313,N
1242,1345,N
1277,1387,N
1301,1207,N
1314,1166,N
1325,1378,N
1462,1250,N
1196,1266,N
1257,1277,N
1326,1153,N
1393,1458,N
1124,1462,N
1242,1301,N
1246,1231,N
1314,1325,N
1257,1196,N
1326,1393,N
1242,1314,N
1246,1124,N
1242,1326,N
1246,1257,N
1246,1242,N
