WTeamID,LTeamID,WLoc
1116,1234,N
1120,1345,N
1207,1250,N
1229,1425,N
1242,1325,N
1246,1449,N
1256,1338,N
1260,1233,N
1314,1292,N
1323,1333,N
1326,1235,N
1328,1299,N
1374,1330,N
1385,1380,N
1396,1439,N
1424,1361,N
1104,1112,N
1130,1403,N
1181,1337,N
1208,1455,N
1210,1273,N
1228,1318,N
1268,1275,N
1272,1335,N
1276,1192,N
1298,1261,N
1301,1305,N
1393,1177,N
1412,1277,N
1431,1409,N
1433,1267,N
1437,1173,N
1120,1242,N
1207,1396,N
1246,1424,N
1256,1326,N
1260,1374,N
1314,1323,N
1328,1229,N
1385,1116,N
1104,1433,N
1130,1181,N
1210,1393,N
1228,1208,N
1268,1298,N
1272,1412,N
1301,1431,N
1437,1276,N
1207,1260,N
1210,1228,N
1272,1130,N
1328,1256,N
1301,1104,N
1314,1120,N
1385,1246,N
1437,1268,N
1207,1210,N
1272,1328,N
1385,1301,N
1437,1314,N
1207,1385,N
1437,1272,N
1437,1207,N
