WTeamID,LTeamID,MOV,WLoc
1155,1412,18,N
1421,1114,4,N
1427,1106,9,N
1433,1425,13,N
1139,1330,2,N
1140,1459,8,N
1153,1281,15,N
1163,1137,29,N
1196,1364,28,N
1211,1385,15,N
1243,1429,5,N
1246,1343,2,N
1287,1257,1,N
1338,1421,23,N
1350,1435,3,N
1361,1294,18,N
1396,1336,2,N
1417,1277,2,N
1452,1155,8,N
1458,1125,14,N
1112,1272,2,N
1181,1214,42,N
1199,1401,7,N
1206,1437,4,N
1228,1424,11,N
1242,1131,19,N
1266,1462,11,N
1276,1397,30,N
1314,1254,15,N
1323,1103,13,N
1326,1427,29,N
1345,1389,22,N
1393,1232,17,N
1400,1324,4,N
1433,1207,18,N
1449,1208,3,N
1139,1338,1,N
1140,1211,22,N
1163,1153,11,N
1196,1417,8,N
1246,1452,8,N
1350,1287,17,N
1361,1396,7,N
1458,1243,5,N
1112,1400,1,N
1181,1276,2,N
1199,1323,14,N
1242,1228,14,N
1266,1393,4,N
1314,1449,3,N
1326,1206,32,N
1433,1345,18,N
1112,1181,16,N
1139,1458,7,N
1163,1361,7,N
1196,1140,9,N
1242,1350,20,N
1246,1326,2,N
1314,1266,18,N
1433,1199,1,N
1139,1196,3,N
1163,1112,2,N
1246,1314,7,N
1433,1242,10,N
1139,1433,8,N
1163,1246,1,N
1163,1139,12,N
