WTeamID,LTeamID,MOV,WLoc
1266,1385,7,A
1448,1272,9,N
1338,1104,9,N
1386,1211,7,N
1227,1414,12,N
1273,1325,3,N
1324,1360,25,N
1462,1164,25,H
1306,1291,26,H
1324,1227,13,N
1325,1164,4,N
1414,1360,5,N
1462,1273,14,H
1120,1158,4,H
1163,1463,10,H
1164,1360,14,N
1225,1189,24,N
1227,1273,11,N
1278,1282,11,H
1283,1442,11,H
1305,1436,20,H
1350,1290,16,H
1362,1404,11,N
1376,1205,9,H
1400,1135,38,H
1414,1325,3,N
1428,1209,8,H
1462,1324,10,H
1205,1189,3,N
1210,1418,34,H
1220,1265,5,A
1269,1383,22,H
1283,1362,21,H
1290,1291,1,N
1350,1306,14,H
1376,1225,10,H
1403,1172,31,H
1404,1442,29,N
1163,1305,14,H
1428,1278,12,H
1210,1220,19,H
1450,1440,20,N
1104,1256,6,H
1116,1311,29,H
1117,1279,5,A
1119,1162,3,H
1120,1443,22,H
1129,1339,10,A
1133,1419,8,H
1140,1381,34,H
1142,1143,1,A
1145,1138,2,A
1155,1205,31,H
1158,1149,17,N
1160,1321,11,A
1173,1337,13,A
1174,1291,3,A
1177,1260,12,H
1190,1222,14,A
1193,1217,5,A
1199,1263,20,H
1203,1150,4,A
1206,1287,13,H
1207,1212,47,H
1208,1441,11,H
1211,1225,21,H
1224,1198,12,A
1227,1191,16,A
1231,1422,7,H
1240,1105,6,H
1242,1151,14,H
1243,1128,20,H
1246,1457,21,H
1254,1250,13,A
1258,1415,6,H
1261,1380,11,H
1266,1366,38,H
1275,1251,16,A
1276,1324,26,H
1277,1137,12,H
1284,1111,4,A
1286,1346,12,N
1301,1421,25,H
1319,1168,17,H
1320,1152,24,H
1328,1186,10,H
1329,1322,28,H
1331,1354,3,N
1332,1201,13,H
1334,1363,11,H
1343,1159,9,H
1348,1318,12,H
1349,1226,30,N
1351,1135,16,H
1361,1253,30,H
1362,1326,11,H
1364,1218,6,A
1369,1453,1,H
1373,1107,21,H
1376,1298,33,H
1378,1194,13,H
1379,1108,12,H
1382,1352,2,H
1387,1184,6,H
1388,1127,18,N
1392,1171,3,H
1397,1459,11,H
1403,1269,40,H
1405,1236,18,A
1406,1164,3,H
1420,1259,22,N
1423,1267,9,A
1424,1175,6,H
1433,1233,4,H
1435,1125,15,A
1437,1396,25,A
1444,1425,18,H
1449,1340,8,H
1455,1247,3,N
1458,1335,11,A
1102,1115,23,H
1106,1299,33,N
1113,1114,17,H
1124,1411,13,H
1130,1111,25,N
1153,1103,22,H
1157,1265,4,A
1163,1357,47,H
1164,1259,17,N
1166,1360,35,H
1181,1178,11,H
1187,1144,39,H
1214,1247,4,N
1221,1131,2,H
1226,1127,16,N
1228,1442,28,H
1238,1375,11,H
1241,1202,6,H
1266,1434,5,H
1268,1110,31,H
1272,1200,30,H
1280,1404,16,H
1293,1447,24,H
1296,1183,7,H
1304,1192,16,H
1309,1402,13,H
1310,1464,9,H
1314,1330,26,H
1328,1331,16,H
1333,1341,17,H
1338,1384,21,H
1344,1220,13,H
1349,1388,14,N
1353,1248,6,H
1354,1186,20,N
1356,1461,5,A
1371,1288,27,H
1374,1410,10,N
1390,1170,18,H
1395,1426,29,H
1409,1322,29,H
1420,1406,6,A
1427,1440,16,N
1439,1306,30,H
1448,1189,42,H
1454,1285,12,H
1463,1185,15,N
1120,1271,24,H
1127,1440,9,N
1130,1284,10,N
1133,1318,6,H
1185,1265,20,A
1198,1346,1,H
1207,1336,1,A
1210,1165,21,A
