WTeamID,LTeamID,MOV,WLoc
1140,1233,6,N
1443,1290,1,N
1378,1143,11,N
1436,1249,12,N
1124,1355,8,N
1160,1424,4,N
1211,1452,23,N
1231,1308,13,N
1235,1163,13,N
1243,1379,6,N
1246,1443,15,N
1257,1172,7,N
1266,1140,20,N
1293,1161,17,N
1307,1253,7,N
1326,1259,19,N
1393,1421,7,N
1433,1455,3,N
1435,1217,9,N
1458,1285,24,N
1153,1400,6,N
1166,1104,1,N
1196,1438,26,N
1199,1382,3,N
1207,1125,15,N
1242,1178,15,N
1250,1181,5,N
1277,1254,22,N
1301,1361,14,N
1313,1281,2,N
1314,1436,19,N
1325,1276,5,N
1345,1388,3,N
1378,1396,14,N
1387,1272,7,N
1462,1323,4,N
1124,1160,17,N
1231,1433,2,N
1246,1235,16,N
1257,1307,3,N
1266,1293,9,N
1326,1211,7,N
1393,1243,16,N
1458,1435,3,N
1153,1199,6,N
1196,1313,34,N
1242,1345,3,N
1277,1387,4,N
1301,1207,3,N
1314,1166,14,N
1325,1378,6,N
1462,1250,12,N
1196,1266,10,N
1257,1277,13,N
1326,1153,15,N
1393,1458,1,N
1124,1462,5,N
1242,1301,3,N
1246,1231,12,N
1314,1325,8,N
1257,1196,4,N
1326,1393,7,N
1242,1314,13,N
1246,1124,12,N
1242,1326,2,N
1246,1257,8,N
1246,1242,8,N
