WTeamID,LTeamID,WLoc
1421,1411,N
1112,1436,N
1113,1272,N
1141,1166,N
1143,1301,N
1163,1140,N
1181,1161,N
1211,1153,N
1228,1443,N
1242,1429,N
1266,1221,N
1281,1356,N
1323,1454,N
1328,1354,N
1390,1360,N
1409,1173,N
1458,1451,N
1120,1386,N
1139,1280,N
1196,1358,N
1231,1104,N
1246,1237,N
1257,1122,N
1268,1423,N
1277,1160,N
1329,1335,N
1338,1447,N
1345,1261,N
1393,1264,N
1400,1421,N
1428,1332,N
1448,1190,N
1462,1407,N
1112,1211,N
1163,1390,N
1181,1141,N
1242,1113,N
1266,1281,N
1323,1228,N
1328,1143,N
1458,1409,N
1120,1448,N
1139,1257,N
1246,1428,N
1268,1462,N
1277,1196,N
1338,1231,N
1393,1329,N
1400,1345,N
1112,1323,N
1242,1181,N
1246,1458,N
1266,1338,N
1277,1268,N
1328,1139,N
1393,1120,N
1400,1163,N
1242,1112,N
1266,1246,N
1393,1328,N
1400,1277,N
1242,1266,N
1393,1400,N
1393,1242,N
