WTeamID,LTeamID,MOV,WLoc
1378,1105,17,H
1235,1106,26,H
1409,1108,17,H
1123,1232,17,H
1165,1127,11,A
1130,1454,20,H
1131,1318,3,A
1138,1384,15,H
1144,1423,4,H
1281,1146,13,H
1148,1216,7,A
1172,1156,20,H
1312,1159,3,H
1444,1178,13,H
1400,1183,12,H
1393,1186,32,H
1229,1195,8,H
1433,1205,12,H
1335,1206,1,A
1211,1226,41,H
1355,1213,5,H
1392,1203,3,A
1414,1225,18,H
1323,1227,17,H
1403,1230,50,H
1250,1284,24,A
1269,1262,8,H
1412,1273,8,H
1276,1313,19,H
1301,1291,50,H
1308,1295,17,H
1359,1466,17,H
1314,1459,11,A
1333,1415,13,H
1338,1464,16,H
1425,1352,21,H
1371,1447,40,H
1438,1406,31,H
1449,1443,18,H
1113,1168,8,H
1361,1115,16,H
1348,1136,34,H
1458,1164,22,H
1176,1263,13,H
1462,1237,13,H
1429,1286,30,A
1437,1288,23,H
1362,1413,34,A
1376,1367,13,H
1417,1236,25,H
1120,1375,43,H
1411,1124,3,A
1345,1193,33,H
1207,1271,15,H
1242,1277,5,N
1256,1455,13,A
1385,1259,21,H
1266,1420,25,H
1272,1399,15,H
1278,1303,28,H
1334,1188,9,A
1344,1373,10,H
1364,1461,10,A
1104,1380,20,H
1151,1150,11,A
1158,1342,12,H
1187,1175,25,H
1181,1246,34,N
1396,1247,8,H
1260,1282,31,H
1330,1298,23,H
1422,1299,8,A
1390,1370,22,H
1387,1369,10,H
1307,1169,3,A
1209,1190,6,H
1332,1340,27,H
1360,1451,17,H
1119,1265,4,H
1189,1264,6,A
1435,1457,13,H
1261,1368,31,H
1304,1290,69,H
1419,1238,9,A
1231,1152,49,H
1155,1154,20,H
1416,1351,14,H
1197,1239,15,A
1221,1357,12,H
1268,1174,6,H
1283,1331,34,H
1166,1442,11,H
1199,1196,21,H
1305,1140,16,H
1112,1223,30,H
1173,1316,8,H
1456,1219,10,H
1388,1270,22,H
1177,1126,22,H
1137,1382,3,A
1267,1184,28,A
1389,1248,7,H
1460,1441,23,H
1395,1167,5,H
1401,1366,15,H
1326,1153,8,A
1355,1106,17,H
1163,1287,10,H
1228,1191,39,H
1428,1263,14,H
1373,1203,8,A
1321,1309,30,H
1234,1282,14,H
1374,1322,11,H
1257,1311,13,H
1323,1152,27,H
1402,1102,10,H
1110,1206,3,A
1113,1270,28,H
1280,1122,28,H
1312,1127,17,A
1436,1131,6,A
1254,1135,2,H
1159,1284,13,H
1185,1180,4,H
1314,1189,49,A
1353,1192,35,H
1202,1260,2,A
1439,1205,28,H
1433,1214,12,H
1318,1217,10,A
1220,1291,18,H
1347,1227,10,H
1231,1286,45,H
1232,1453,4,A
1235,1281,17,H
1359,1240,20,H
1246,1356,12,H
1274,1250,21,H
1269,1306,29,H
1283,1352,14,H
1308,1431,27,H
1297,1296,3,A
1390,1423,13,A
1397,1418,22,H
1138,1452,5,A
1463,1143,17,N
1172,1171,3,H
1429,1216,27,H
1392,1376,2,A
1120,1449,22,H
1385,1132,4,H
1417,1253,11,H
1305,1334,22,H
1336,1316,15,H
1405,1324,1,A
1335,1349,16,H
1455,1344,3,N
1233,1107,4,H
1396,1178,16,H
1241,1187,1,A
1285,1209,7,H
1261,1422,6,H
1328,1410,15,A
1386,1330,15,H
1338,1440,39,H
1414,1401,1,A
1400,1116,2,N
1101,1117,21,H
1196,1149,30,H
1332,1186,34,H
1255,1350,5,A
1341,1365,17,A
1360,1413,19,A
1218,1339,18,H
