WTeamID,LTeamID,MOV,WLoc
1104,1335,6,N
1113,1123,15,N
1153,1396,6,N
1163,1151,29,N
1242,1159,14,N
1246,1291,46,N
1264,1328,10,N
1268,1211,24,N
1275,1112,9,N
1329,1180,24,N
1387,1278,3,N
1400,1332,17,N
1408,1140,6,N
1438,1311,24,N
1443,1276,6,N
1448,1299,32,N
1116,1411,1,N
1207,1462,5,N
1235,1196,3,N
1269,1389,17,N
1272,1257,21,N
1280,1365,8,N
1281,1231,5,N
1314,1293,10,N
1330,1437,8,N
1345,1453,1,N
1390,1150,2,N
1393,1356,4,N
1409,1228,6,N
1417,1198,36,N
1428,1253,12,N
1451,1277,7,N
1113,1264,10,N
1163,1153,5,N
1242,1443,5,N
1246,1408,22,N
1268,1400,14,N
1329,1104,14,N
1438,1275,6,N
1448,1387,5,N
1116,1393,2,N
1207,1451,2,N
1269,1390,22,N
1272,1345,2,N
1280,1428,14,N
1314,1235,22,N
1409,1330,12,N
1417,1281,1,N
1163,1268,10,N
1246,1113,24,N
1314,1207,10,N
1417,1280,19,N
1116,1272,5,N
1269,1409,25,N
1329,1448,5,N
1438,1242,9,N
1314,1246,13,N
1417,1163,6,N
1116,1438,7,N
1329,1269,14,N
1116,1314,7,N
1417,1329,13,N
1417,1116,11,N
