WTeamID,LTeamID,MOV,WLoc
1116,1343,4,N
1123,1333,1,N
1143,1231,2,N
1155,1140,2,N
1163,1131,24,N
1173,1228,2,N
1210,1190,16,N
1247,1379,16,N
1257,1225,19,N
1261,1437,7,N
1277,1293,4,N
1314,1283,13,N
1326,1344,1,N
1328,1406,9,N
1364,1222,4,N
1424,1114,30,N
1104,1161,17,N
1112,1378,12,N
1181,1350,35,N
1207,1411,18,N
1242,1352,8,N
1258,1308,19,N
1276,1229,6,N
1278,1431,3,N
1320,1281,3,N
1345,1419,12,N
1385,1396,16,N
1393,1164,22,N
1400,1208,12,N
1417,1412,12,N
1438,1323,8,N
1462,1243,8,N
1116,1173,2,N
1123,1257,2,N
1155,1247,4,N
1163,1143,20,N
1210,1261,3,N
1277,1364,4,N
1314,1328,2,N
1424,1326,11,N
1104,1112,22,N
1181,1385,4,N
1258,1276,34,N
1278,1320,3,N
1393,1438,2,N
1400,1345,1,N
1417,1242,1,N
1462,1207,3,N
1116,1314,23,N
1163,1155,1,N
1181,1417,9,N
1400,1462,13,N
1210,1277,1,N
1258,1104,2,N
1278,1393,7,N
1424,1123,2,N
1116,1400,3,N
1181,1163,1,N
1210,1278,2,N
1424,1258,30,N
1181,1116,14,N
1424,1210,9,N
1424,1181,30,N
