WTeamID,LTeamID,MOV,WLoc
1301,1208,2,N
1307,1425,22,H
1343,1400,6,N
1396,1120,26,N
1208,1400,2,N
1343,1301,2,N
1120,1416,7,A
1140,1361,14,A
1155,1423,17,H
1166,1282,22,H
1174,1373,4,N
1199,1349,12,A
1203,1224,37,H
1234,1152,45,H
1242,1365,26,H
1243,1441,19,H
1266,1458,5,A
1274,1356,12,A
1278,1437,13,H
1314,1292,28,H
1345,1254,24,H
1372,1302,16,H
1376,1268,4,N
1396,1231,6,N
1397,1457,13,H
1408,1426,10,H
1122,1191,5,A
1124,1407,54,H
1133,1285,27,H
1137,1352,16,A
1138,1381,10,A
1142,1117,20,H
1151,1459,17,H
1163,1463,31,H
1185,1179,28,H
1196,1311,3,H
1203,1174,5,H
1207,1209,17,H
1224,1373,7,N
1233,1288,3,A
1250,1447,3,A
1253,1197,2,H
1272,1419,1,H
1280,1147,24,H
1328,1238,13,H
1329,1410,32,H
1362,1414,16,A
1371,1389,16,H
1382,1132,8,H
1384,1464,14,H
1385,1248,23,H
1387,1271,16,H
1393,1421,3,H
1424,1258,15,H
1428,1168,28,H
1435,1190,28,H
1444,1276,5,A
1448,1440,18,H
1452,1187,21,H
1456,1391,21,H
1460,1141,10,A
1113,1169,6,H
1116,1302,58,H
1130,1148,33,H
1160,1369,3,H
1181,1119,33,A
1186,1358,3,H
1200,1221,6,A
1227,1256,5,A
1234,1317,48,H
1274,1194,22,H
1281,1441,21,H
1304,1422,24,H
1350,1438,4,H
1395,1283,11,H
1425,1170,39,A
1433,1209,1,H
1113,1447,19,H
1114,1214,12,H
1120,1311,21,H
1153,1178,10,H
1163,1131,14,H
1177,1106,24,H
1199,1259,17,H
1201,1197,20,H
1207,1288,47,H
1228,1133,10,H
1242,1349,27,H
1248,1165,16,H
1273,1457,11,H
1277,1190,23,H
1301,1459,22,H
1323,1154,19,H
1338,1137,7,H
1345,1434,17,A
1348,1423,9,H
1379,1419,27,H
1397,1275,1,H
1409,1408,6,H
1412,1156,16,A
1424,1185,18,H
1429,1278,11,A
1448,1298,24,H
