WTeamID,LTeamID,WLoc
1155,1412,N
1421,1114,N
1427,1106,N
1433,1425,N
1139,1330,N
1140,1459,N
1153,1281,N
1163,1137,N
1196,1364,N
1211,1385,N
1243,1429,N
1246,1343,N
1287,1257,N
1338,1421,N
1350,1435,N
1361,1294,N
1396,1336,N
1417,1277,N
1452,1155,N
1458,1125,N
1112,1272,N
1181,1214,N
1199,1401,N
1206,1437,N
1228,1424,N
1242,1131,N
1266,1462,N
1276,1397,N
1314,1254,N
1323,1103,N
1326,1427,N
1345,1389,N
1393,1232,N
1400,1324,N
1433,1207,N
1449,1208,N
1139,1338,N
1140,1211,N
1163,1153,N
1196,1417,N
1246,1452,N
1350,1287,N
1361,1396,N
1458,1243,N
1112,1400,N
1181,1276,N
1199,1323,N
1242,1228,N
1266,1393,N
1314,1449,N
1326,1206,N
1433,1345,N
1112,1181,N
1139,1458,N
1163,1361,N
1196,1140,N
1242,1350,N
1246,1326,N
1314,1266,N
1433,1199,N
1139,1196,N
1163,1112,N
1246,1314,N
1433,1242,N
1139,1433,N
1163,1246,N
1163,1139,N
