WTeamID,LTeamID,WLoc
1116,1336,N
1163,1159,N
1180,1272,N
1185,1181,N
1208,1155,N
1235,1143,N
1246,1363,N
1266,1284,N
1269,1416,N
1280,1433,N
1343,1417,N
1345,1441,N
1390,1133,N
1393,1286,N
1428,1145,N
1439,1453,N
1112,1434,N
1130,1231,N
1153,1422,N
1207,1290,N
1210,1122,N
1234,1203,N
1242,1354,N
1257,1409,N
1307,1243,N
1314,1309,N
1365,1268,N
1396,1328,N
1400,1276,N
1403,1296,N
1437,1339,N
1448,1419,N
1116,1266,N
1163,1185,N
1208,1345,N
1246,1439,N
1269,1390,N
1280,1343,N
1393,1180,N
1428,1235,N
1112,1234,N
1153,1396,N
1207,1307,N
1210,1130,N
1242,1365,N
1257,1437,N
1403,1314,N
1448,1400,N
1207,1403,N
1246,1428,N
1269,1116,N
1448,1257,N
1153,1210,N
1242,1112,N
1280,1163,N
1393,1208,N
1246,1448,N
1269,1207,N
1280,1153,N
1393,1242,N
1246,1269,N
1393,1280,N
1246,1393,N
