WTeamID,LTeamID,MOV,WLoc
1234,1163,2,N
1390,1181,1,N
1163,1181,5,N
1390,1234,14,N
1393,1343,17,H
1458,1281,11,N
1281,1343,3,N
1320,1104,1,N
1387,1102,8,H
1393,1458,19,H
1320,1102,10,N
1387,1104,8,H
1112,1243,19,H
1308,1220,14,H
1323,1326,2,A
1373,1172,10,H
1428,1117,33,H
1246,1335,17,H
1268,1362,10,H
1408,1200,11,H
1143,1395,8,N
1222,1203,1,N
1323,1373,11,H
1104,1451,20,H
1112,1308,24,H
1120,1412,6,H
1132,1238,17,N
1133,1375,9,H
1137,1263,10,N
1143,1222,25,N
1148,1107,14,H
1155,1190,30,H
1160,1388,11,H
1163,1436,37,H
1171,1159,3,N
1173,1307,13,A
1179,1235,4,H
1196,1199,35,H
1198,1347,2,H
1201,1209,10,A
1203,1232,6,N
1207,1288,13,H
1210,1273,12,H
1216,1357,3,A
1218,1404,16,H
1225,1331,1,N
1227,1313,20,H
1228,1442,23,H
1231,1403,8,A
1242,1193,26,H
1246,1428,8,H
1250,1463,13,H
1259,1406,7,N
1265,1175,25,H
1268,1408,8,H
1274,1416,27,A
1276,1324,20,H
1279,1240,15,H
1281,1421,6,H
1296,1131,13,N
1301,1208,4,H
1305,1450,25,H
1310,1138,2,A
1328,1286,15,N
1329,1111,12,H
1338,1460,17,H
1349,1298,6,H
1352,1187,5,H
1359,1385,8,N
1360,1414,13,A
1369,1441,24,H
1371,1346,36,H
1376,1459,14,H
1382,1318,4,H
1384,1287,19,H
1405,1206,8,H
1420,1164,14,A
1424,1290,26,H
1425,1169,14,H
1433,1257,5,H
1438,1189,31,H
1455,1270,20,H
1461,1322,38,H
1110,1299,10,H
1113,1340,22,H
1124,1186,7,H
1125,1184,16,H
1126,1197,13,N
1130,1306,24,H
1137,1265,6,A
1148,1171,2,H
1153,1464,27,H
1159,1107,10,N
1173,1359,2,N
1174,1182,5,N
1177,1224,44,H
1178,1444,14,H
1181,1119,58,H
1191,1237,13,H
1204,1399,2,H
1221,1344,11,A
1232,1286,17,N
1239,1157,4,A
1241,1422,13,H
1247,1291,9,H
1248,1162,7,A
1249,1411,16,H
1256,1317,18,A
1259,1420,6,N
1261,1212,75,H
1263,1175,8,N
1266,1152,19,H
1267,1145,8,N
1269,1233,8,A
1278,1426,28,H
1280,1105,22,H
1283,1309,6,H
1296,1198,6,A
1311,1147,3,H
1319,1129,7,H
1325,1156,5,H
1328,1203,19,N
1329,1225,31,H
1330,1151,13,H
1331,1111,10,N
1337,1253,2,H
1343,1284,2,H
1347,1131,20,N
1353,1351,25,A
1356,1443,15,H
1365,1334,8,H
1368,1380,1,H
1383,1392,17,N
1385,1307,8,A
1389,1149,13,H
1390,1364,13,A
1400,1418,34,H
1406,1164,4,A
1448,1144,42,H
1453,1423,8,H
1454,1141,1,A
1458,1123,10,H
1462,1271,44,H
1120,1115,56,H
1132,1218,4,A
1165,1138,11,A
1174,1145,7,N
1211,1285,15,A
1229,1324,5,A
1232,1395,12,N
1234,1183,16,H
1238,1404,15,A
1243,1322,5,H
1260,1372,20,H
1267,1392,29,N
1281,1441,17,H
1323,1384,13,H
1328,1143,17,N
1362,1305,5,A
1376,1154,17,H
1379,1108,30,H
1383,1182,1,N
1387,1421,12,H
1396,1275,13,H
1408,1341,29,H
1409,1348,25,A
1424,1193,24,H
1438,1440,41,H
1459,1155,5,A
1463,1436,3,H
1104,1399,19,H
1116,1426,7,H
1122,1117,14,A
1163,1269,14,H
1166,1290,8,H
1170,1381,7,H
1185,1214,7,A
1196,1429,2,N
1200,1350,3,A
1207,1272,16,N
1228,1133,10,A
1241,1131,12,H
1261,1368,39,H
1268,1192,59,H
1277,1405,45,H
1314,1425,17,N
1331,1410,1,A
1336,1250,13,H
1344,1135,10,H
1353,1149,14,H
1373,1216,7,H
1391,1202,3,H
1393,1194,26,H
1397,1189,39,H
1439,1456,2,A
1448,1298,35,A
1449,1388,13,A
1450,1212,28,H
1129,1226,8,H
1130,1436,28,H
1137,1352,3,H
1138,1306,3,A
1141,1460,28,H
1150,1382,10,H
1157,1154,8,A
1159,1145,17,H
1165,1119,1,H
1174,1206,2,H
1179,1175,30,H
1181,1162,47,H
1182,1318,10,H
1187,1453,14,H
1191,1443,5,A
1197,1407,1,H
1199,1313,11,H
1204,1239,8,A
1217,1221,11,A
1233,1164,28,H
1245,1464,22,H
1247,1148,10,H
1260,1444,1,A
1271,1107,7,H
1274,1284,21,H
1276,1178,4,H
1278,1266,9,H
1279,1270,27,H
1280,1115,40,H
1301,1330,14,H
1304,1183,3,H
1307,1372,37,H
1314,1207,6,N
1319,1142,4,A
1320,1282,5,H
1321,1152,8,H
1329,1114,29,A
1332,1227,7,A
1334,1258,32,H
1337,1201,2,A
1340,1339,10,H
1345,1196,11,N
1347,1389,12,A
1351,1357,4,H
1360,1168,4,A
1374,1249,11,H
1375,1106,18,H
1385,1392,41,A
1406,1288,8,A
1412,1105,29,H
1417,1193,19,H
1419,1359,7,A
1423,1139,2,H
1425,1272,27,N
1431,1256,19,H
1435,1125,17,H
1437,1248,4,H
1452,1459,18,H
1457,1416,24,H
1458,1454,20,A
1461,1103,16,H
1112,1323,16,N
1123,1356,5,H
1124,1299,22,H
1126,1194,30,H
1140,1381,28,H
1196,1207,10,N
1210,1212,12,N
1240,1290,8,H
1246,1268,3,N
1275,1237,16,A
1309,1296,6,H
1314,1345,15,N
1336,1259,15,H
1338,1384,28,H
1350,1298,6,A
1363,1364,21,H
1397,1421,16,H
1408,1311,25,H
1409,1209,27,H
1424,1305,19,H
1429,1425,2,N
1442,1229,2,A
1160,1463,15,H
1242,1208,10,N
1277,1344,24,N
1279,1202,14,A
1376,1438,2,N
1400,1113,17,N
1431,1238,16,H
1462,1257,2,N
1104,1147,22,H
1107,1189,4,H
1108,1151,6,N
1112,1246,12,N
1116,1273,17,N
1153,1156,35,N
1155,1416,6,N
1170,1305,8,A
1173,1291,22,H
1176,1463,3,H
1191,1321,22,N
1201,1198,15,N
1203,1378,12,H
1210,1449,17,N
1211,1186,34,H
1218,1456,26,H
1231,1396,8,N
1242,1462,41,N
1247,1219,23,N
1257,1208,23,N
1261,1324,7,N
1268,1323,5,N
1277,1376,3,N
1283,1405,9,N
1293,1353,4,N
1301,1391,34,H
1306,1171,18,H
1307,1358,10,H
1325,1343,8,N
1328,1360,7,H
1333,1354,35,N
1365,1348,9,N
1379,1304,27,N
1397,1254,39,H
1400,1177,4,N
1414,1402,23,N
1433,1175,11,H
1434,1280,9,N
1438,1344,16,N
1440,1331,12,N
1453,1330,12,N
1103,1229,10,H
1104,1247,15,H
1123,1232,9,H
1124,1270,23,H
1125,1122,1,A
1129,1258,20,H
1132,1114,7,H
1141,1227,3,A
1143,1334,4,H
1145,1138,32,H
1150,1337,6,A
1152,1185,3,H
1153,1365,21,N
1166,1234,9,H
1174,1110,1,H
1177,1376,12,N
1178,1209,14,H
1181,1425,13,N
1192,1157,12,H
1199,1239,24,H
1200,1221,14,A
1201,1283,10,N
1202,1354,19,H
1206,1164,3,H
1208,1212,39,N
1217,1250,10,A
1218,1440,17,H
1219,1147,7,N
1220,1392,15,H
1235,1116,6,N
1240,1197,8,H
1241,1190,20,H
1242,1210,14,N
1249,1179,18,H
1256,1387,8,A
1259,1384,13,H
1260,1133,7,H
1261,1461,17,N
1266,1459,15,H
1276,1444,15,H
1278,1287,19,H
1279,1333,19,N
1281,1288,41,H
1286,1168,24,H
1292,1265,21,H
1293,1434,20,N
1298,1102,15,H
1299,1401,17,A
1304,1321,9,N
1307,1108,27,H
1309,1313,20,H
1320,1398,8,H
1328,1414,12,H
1329,1317,38,H
1330,1416,4,N
1336,1130,28,H
1338,1237,19,H
1339,1349,14,H
1340,1142,12,A
1348,1156,4,N
1351,1137,12,A
1353,1280,5,N
1357,1165,1,H
1358,1151,10,N
1359,1426,28,H
1363,1319,3,A
1369,1285,5,H
1371,1180,4,H
1374,1222,14,A
1379,1191,6,N
1382,1161,10,N
1386,1443,26,H
1390,1120,9,N
1395,1419,20,H
1399,1421,34,H
1400,1277,7,N
1402,1360,7,N
1403,1431,1,A
1405,1198,13,N
1407,1322,14,H
1409,1115,52,H
1410,1460,3,H
1412,1204,7,H
1417,1233,32,H
1418,1187,6,H
1422,1318,14,H
1423,1144,13,N
1435,1404,23,H
1438,1113,6,N
1448,1271,25,H
1450,1225,5,H
1452,1352,3,H
1453,1155,17,N
1454,1282,2,A
1455,1341,24,H
1457,1154,20,H
1462,1449,16,N
1116,1365,19,N
1139,1291,27,H
1153,1235,15,N
1191,1434,5,N
1202,1330,3,H
1253,1356,1,H
1261,1201,10,N
1263,1135,10,H
1279,1453,4,N
1280,1321,5,N
1283,1461,8,N
1310,1107,7,A
1333,1155,18,N
1337,1161,10,H
1348,1273,6,N
1353,1304,19,N
1354,1416,1,N
1362,1364,11,H
1373,1126,11,H
1379,1293,3,N
1382,1150,9,N
1405,1324,9,N
1424,1207,16,H
1433,1160,4,H
1456,1331,6,N
1110,1259,8,A
1130,1216,42,H
1143,1220,7,H
1163,1164,45,H
1173,1246,2,N
1186,1225,13,H
1196,1306,59,H
1200,1193,12,N
1204,1240,3,A
1211,1450,10,N
1238,1117,5,A
1243,1427,11,H
1248,1165,11,H
1251,1241,9,H
1267,1269,10,A
1272,1105,31,H
1317,1401,3,H
1326,1436,23,H
1340,1334,4,A
1346,1162,11,H
1351,1174,17,A
1368,1197,11,H
1371,1389,14,H
1374,1115,24,H
1381,1285,10,H
1393,1159,34,H
1396,1199,11,A
1397,1378,12,H
1409,1386,6,A
1422,1189,11,H
1428,1392,29,H
1435,1190,15,H
1437,1192,10,H
1439,1421,22,A
1444,1464,7,H
1103,1443,13,H
1114,1108,7,H
1138,1264,4,H
1169,1201,3,A
1171,1221,16,H
1178,1290,22,H
1181,1228,3,N
1182,1452,14,A
1184,1260,12,H
